To recover the password, click {link};Для восстановления пароля, перейдите по {link};?ifreyi kurtarmak i?in {link} t?klay?n
Invalid value;Недопустимое значение;ge?ersiz de?er
Invalid number format;Некорректный формат номера;Ge?ersiz numara bi?imi
Authorization required;Требуется авторизация;?zin gerekmekte
State;Штат;Durum
demo account;демо-счет;demo hesab?
Server error;Ошибка сервера;Server hatas?
Access from this IP address is denied;Доступ с данного IP адреса запрещен;Bu IP adresinden eri?im reddedildi
Last authorization;Последняя авторизация;Son yetkilendirme
Access to the system is forbidden! Contact your administrator;Доступ в систему запрещен! Обратитесь к администратору;Sisteme eri?im yasakt?r! Y?neticinizle ileti?ime ge?in
User id;Id пользователя;Kullan?c? kimli?i
"The user with ""Trader"" type does not exist";"Такого пользователя с типом ""trader"" не существует";T?ccar tipine sahip kullan?c? mevcut de?il
The account will be linked with email of the user with 'trader' type.;Email пользователя с типом 'trader', к которому будет привязан счет.;Hesap, 't?ccar' t?r?ndeki kullan?c?n?n e-postas?na ba?lanacakt?r.
Confirmation code;Код подтверждения;Onay kodu
Login confirmation;Подтверждение входа;Giri? onay?
Confirmation code has been sent to your phone number:;Код подтверждения отправлен на номер:;Onay kodu telefon numaran?za g?nderildi:
Send again in;Выслать повторно через;Tekrar g?nder
Send a new code;Отправить новый код;Yeni bir kod g?nder
Code sending limit exceeded;Превышен лимит отправки кода;Kod g?nderme s?n?r? a??ld?
You can try again in;Вы можете повторить попытку через;Tekrar deneyebilirsin
Time limit for code sending;Временное ограничение отправки кода;Kod g?nderme i?in zaman s?n?r?
Incorrect confirmation code;Неверный код подтверждения;Yanl?? onay kodu
Input attempts limit exceeded;Превышен лимит попыток ввода;Giri? denemeleri s?n?r? a??ld?
Validity of the code has been expired;Срок действия кода истек;Kodun ge?erlili?i sona erdi
No phone number has been attached. Sending SMS is impossible.;Номер телефона не привязан. Отправка SMS невозможна.;Telefon numaras? eklenmedi. SMS g?ndermek imkans?zd?r.
mo.;мес.;mo.
{number} mo.;{number} мес.;{number} ay.
The password must be at least 8 characters long and contain upper and lower latin characters and at least 1 figure.;Пароль должен состоять не менее чем из 8 символов и содержать латинские буквы в верхнем и нижнем регистре, а также хотя бы 1 цифру.;?ifre en az 8 karakter uzunlu?unda olmal? ve ?st ve alt latin karakterleri ve en az 1 rakam i?ermelidir.
Signing in is impossible;Вход невозможен;Oturum a?mak imkans?zd?r
Password recovery in Affiliate's Room;Восстановление пароля в Кабинете партнёра;Ortak Odas?nda ?ifre kurtarma
Incorrect trader's registration (the partner is not found);Некорректная регистрация трейдера (партнер не найден);Yanl?? t?ccar kayd? (ortak bulunamad?)
User registration in the Affiliate's Room;Регистрация пользователя в кабинете партнера;Ortak Odas?'nda kullan?c? kayd?
Referral registration;Регистрация реферала;Y?nlendirme kayd?
Full name;ФИО;Ad Soyad
partner;;ortak
Оригинал;Перевод;
Access;Доступ;Giri?
Account number;Номер счета;Hesap numaras?
Account type;Тип счета;Hesap tipi
Accounts {usd};Счета: {usd};Hesaplar {usd}
Added files;Добавленные файлы;Eklenen dosyalar
Administration;Администрация;Y?netim (de?i?tir | kayna?? de?i?tir)
All accounts;Все счета;B?t?n hesaplar
All intervals;Все интервалы;T?m aral?klar
Account approval;Подтверждение счета;Hesap onay?
April;Апрель;Nisan
Last message;Последнее сообщение;Son Mesaj
August;Август;A?ustos
Waiting for a response;Ожидание ответа;Cevap i?in bekleniyor
Bonuses;Бонусы;Bonuslar
All;Все;Her?ey
Payment systems;Платежная система;?deme sistemleri
Request type;Тип заявки;?stek T?r?
Transaction date;Дата перевода;??lem Tarihi
All systems;Все платежные системы;T?m sistemler
Login;Логин;Oturum a?
Consolid;Общий;Konsolidasyon
With archive accounts;Вместе с архивными счетами;Ar?iv hesaplar? ile
Key word;Ключевое слово;Anahtar kelime
Search;Поиск;Arama
Check to send the ticket to the archive.;Отметьте для отправки задачи в архив.;Bileti ar?ive g?ndermek i?in i?aretleyin.
Close ticket;Закрыть обращение;Bileti kapat
Closed by;Закрыто;Taraf?ndan kapat?ld?
Create ticket;Создать обращение;Bilet olu?tur
Theme of ticket;Тема обращения;Bilet temas?
Current month;Текущий месяц;??inde bulundu?umuz ay
Interval;Интервал;Aral?k
New ticket;Новое обращение;Yeni bilet
Start date;Дата открытия;Ba?lang?? ??tarihi
Close Date;Дата закрытия;Yak?n tarih
Deals;Сделки;F?rsatlar
December;Декабрь;Aral?k
Add reply;Введите ответ;Cevap ekle
February;Февраль;?ubat
Files;Файлы;Dosyalar
Deposits {usd};Вводы: {usd};Mevduat {usd}
Deposits;Вводы;Mevduat
Date of adding;Дата добавления;Eklenme tarihi
January;Январь;Ocak
July;Июль;Temmuz
June;Июнь;Haziran
Lots {usd};Лоты: {usd};?ok {usd}
Lots;Лоты;?ok
None;Нет;Yok
Manager;Менеджер;Y?netici
March;Март;Mart
May;Май;May?s
Ticket;Обращение;Bilet
Tickets archive;Архив обращений;Bilet ar?ivi
Created;Создано;Olu?turuldu
A year|years|years ago;год назад|года назад|лет назад;Bir y?l | y?l | y?l ?nce
A month|months|months ago;месяц назад|месяца назад|месяцев назад;Bir ay | ay | ay ?nce
A day|days|days ago;день назад|дня назад|дней назад;Bir g?n | g?n | g?n ?nce
Today;Сегодня;Bug?n
Today at;Сегодня в;Bug?nde
Yesterday at;Вчера в;?nceki g?nde
Ticket theme;Тема обращения;Bilet temas?
My tickets;Мои обращения;Biletlerim
Name;Имя;?sim Soyisim
November;Ноябрь;Kas?m
October;Октябрь;Ekim
Only active;Только активные;Sadece aktif
Opened tickets;Открытые обращения;A??lan biletler
Withdrawals {usd};Выводы: {usd};Para ?ekme {usd}
Withdrawals;Выводы;Para ?ekme
Page not found;Страница не найдена;sayfa bulunamad?
Affiliate;Партнер;Affiliate
"A reply has been received  from the user ""{user}"" on the subject ""{subject}"".";"Получен ответ от пользователя ""{user}"" на тему ""{subject}"".";"{User} kullan?c?s?ndan ""{subject}"" konusunda bir yan?t al?nd?."
"A reply has been received in the task ""{subject}"".";"Получен ответ в задаче ""{subject}"".";{Subject} g?revinde bir yan?t al?nd?.
